ages,gender,religion,role,agr_bhv,rel_fnt,hst_twd_for,lvl_rct_act,crt_agr_lvl,is_current_threat
41,0,0,3,0.354921399,0.347017133,0.441794849,0.191244229,0.094361491,0
31,0,0,0,0.548695612,0.684658509,0.430414406,0.874201286,0.018929374,0
43,1,1,1,0.446141904,0.564953539,0.253530523,0.634616396,0.708852906,0
33,0,1,2,0.512642581,0.172114706,0.045582043,0.902316221,0.844496033,0
35,0,1,0,0.829046958,0.817364269,0.579803811,0.915598421,0.069795498,0
34,0,0,2,0.353613923,0.258388871,0.395029707,0.300312592,0.667655494,0
38,0,1,2,0.528369877,0.416387549,0.553335411,0.065532358,0.884145793,0
35,0,0,2,0.278205663,0.818178333,0.749441609,0.757250436,0.751114438,0
32,0,0,2,0.09473707,0.117752814,0.165882311,0.026111601,0.234919439,0
42,0,0,0,0.774385287,0.006582887,0.445269975,0.357037041,0.727827468,0
36,0,1,2,0.773511943,0.026279193,0.17945671,0.775332102,0.999199248,0
41,0,0,1,0.773408978,0.238621242,0.077131478,0.135423999,0.460877444,1
37,0,1,0,0.367990319,0.220911603,0.38169184,0.494227612,0.728410522,0
29,0,0,1,0.457254434,0.099742988,0.893745097,0.918911992,0.167350571,0
34,0,0,0,0.721485501,0.480730014,0.45316436,0.56674752,0.925698113,0
28,0,1,1,0.160203796,0.052211495,0.502843785,0.219542403,0.025789073,1
38,0,0,0,0.065058495,0.872938448,0.085967491,0.901701746,0.747456696,0
40,1,0,2,0.188309981,0.333968315,0.126717744,0.674763129,0.033306651,0
36,0,0,0,0.983824955,0.258659419,0.170000335,0.443589663,0.625542299,1
40,0,0,0,0.716448069,0.275784303,0.207851704,0.843284869,0.809149008,0
42,0,0,2,0.577942031,0.421076595,0.826292007,0.078456517,0.733469613,0
40,1,1,2,0.542226308,0.743403393,0.237430189,0.302174156,0.817313791,0
33,0,0,1,0.877920278,0.824046148,0.241363648,0.854286392,0.553610323,0
38,0,0,0,0.453312913,0.74273414,0.007451195,0.088705927,0.815067259,1
34,0,0,1,0.423669261,0.895131295,0.238137373,0.360361393,0.634613548,1
35,0,1,1,0.65347722,0.136718282,0.713539205,0.600537315,0.112087394,0
29,1,1,0,0.10032631,0.570611307,0.444068636,0.497354854,0.969774423,0
33,0,0,3,0.393778928,0.187523957,0.250408137,0.24882218,0.161291761,0
39,0,1,0,0.807421739,0.092295414,0.339335063,0.964558838,0.180067966,0
30,0,0,0,0.547168482,0.085559766,0.441815506,0.779152811,0.405810286,1
40,0,0,0,0.669514944,0.619241519,0.284315031,0.058588264,0.539675237,1
34,0,0,2,0.510002358,0.520415803,0.043521779,0.210087588,0.767535563,0
34,0,0,3,0.972693895,0.658971454,0.717170891,0.425564636,0.78696394,0
39,1,1,0,0.487408284,0.680535122,0.060676937,0.432403152,0.394191,0
33,0,0,2,0.98329377,0.879950332,0.029849355,0.200352241,0.838710831,0
44,0,0,0,0.309968642,0.496728322,0.285563584,0.115899687,0.199899218,0
30,1,1,0,0.541016051,0.316339924,0.693268884,0.751059454,0.919422838,0
34,0,0,0,0.975118219,0.355430922,0.861693565,0.521456203,0.148136662,0
42,0,0,1,0.877973205,0.683617946,0.634364203,0.745967829,0.82424486,0
44,0,0,3,0.880484487,0.155912322,0.066424242,0.677109524,0.568276697,0
25,0,0,0,0.792010921,0.169208069,0.900836085,0.639353233,0.003305437,0
33,0,0,0,0.548441194,0.904983405,0.12917213,0.208398687,0.374701128,0
31,0,0,0,0.213124672,0.78392972,0.548821199,0.654360474,0.4732864,0
31,0,0,0,0.1933448,0.447752389,0.8946262,0.796461214,0.949416004,0
32,0,1,0,0.141725853,0.630093655,0.927958167,0.627567305,0.492855764,0
39,0,0,2,0.141055894,0.389365503,0.633390586,0.749257871,0.506287474,0
38,0,0,0,0.8739688,0.230662975,0.027265032,0.323902292,0.597450045,1
43,0,0,2,0.362124557,0.211354146,0.004850417,0.459798504,0.367465761,0
39,0,0,0,0.787674081,0.656124823,0.003938882,0.950521594,0.171477572,0
43,0,0,0,0.579922802,0.569214882,0.684012088,0.54179957,0.187514081,0
36,0,1,0,0.658863797,0.107293694,0.238567982,0.650594477,0.525655776,0
39,0,0,0,0.881092593,0.860010069,0.516757875,0.586067333,0.067995268,1
44,0,0,1,0.038160192,0.13065913,0.154973343,0.303191187,0.396041009,0
39,0,0,1,0.641994988,0.500511667,0.873035623,0.114086795,0.250336096,1
41,0,0,2,0.846906396,0.179410842,0.728598249,0.579942237,0.024624347,0
33,0,1,0,0.960552152,0.140984021,0.937174865,0.168781008,0.047156837,0
39,0,0,0,0.023265812,0.066378953,0.629864715,0.421739268,0.312763712,0
37,0,0,0,0.682710028,0.4925735,0.667119544,0.825827897,0.065461088,0
43,0,0,0,0.128281238,0.32335503,0.515932612,0.14084244,0.817273739,0
32,0,1,3,0.531193121,0.055307166,0.534307138,0.975293451,0.704721178,0
39,0,1,1,0.76936949,0.013780116,0.454214063,0.442825198,0.707994645,0
26,0,1,0,0.643649106,0.03827992,0.503995146,0.802863303,0.726993712,0
41,0,1,0,0.328735584,0.596782733,0.241553865,0.129191425,0.894769349,1
31,0,0,0,0.919806363,0.577562234,0.263043756,0.139887414,0.869164903,1
40,0,1,0,0.077825662,0.742040299,0.539539907,0.340486279,0.772712658,1
38,0,0,1,0.535765766,0.939592169,0.933892388,0.219979614,0.177585459,0
44,0,1,2,0.152900058,0.251530966,0.507759698,0.437266564,0.871430058,0
39,0,1,2,0.473753082,0.094913497,0.484242173,0.816234762,0.178822202,0
36,0,0,1,0.445878487,0.520997158,0.433250713,0.95683839,0.707110955,0
39,0,0,0,0.370292357,0.916801501,0.146700363,0.521349733,0.401981648,0
31,0,1,0,0.192487998,0.439521355,0.300198061,0.302780344,0.255157622,0
39,0,0,0,0.108504237,0.660814842,0.953889645,0.51899039,0.618232672,0
32,0,0,1,0.577041833,0.063363928,0.883095322,0.968857843,0.707630142,0
34,0,0,2,0.599594385,0.505248265,0.889625699,0.776704832,0.333467612,0
27,0,0,0,0.653754665,0.051379992,0.650459971,0.706365548,0.631480284,1
33,0,0,1,0.926677456,0.321916875,0.010455725,0.612008422,0.762126699,0
30,0,0,0,0.198342957,0.648555733,0.280666176,0.416893608,0.788053621,0
31,1,0,2,0.278760796,0.040536311,0.593374713,0.946584046,0.266615157,0
30,0,0,2,0.209404139,0.374527528,0.319995784,0.239430169,0.17976062,0
38,0,0,0,0.890898079,0.433265299,0.150887251,0.379346113,0.58026576,0
41,0,1,0,0.983416022,0.990346093,0.121891037,0.155131419,0.327064131,0
39,1,0,0,0.010364091,0.497289664,0.078009528,0.370196711,0.437161433,0
41,0,0,0,0.795411438,0.195992747,0.973161789,0.304657785,0.085327461,0
36,0,0,0,0.438283866,0.562417866,0.318313104,0.847561694,0.229153116,0
38,0,0,1,0.667177878,0.812755982,0.349998889,0.556174304,0.956680662,0
36,0,0,0,0.619075515,0.866743357,0.329997068,0.388223552,0.969516128,0
38,0,0,0,0.384141344,0.30164017,0.046160823,0.56621911,0.782599199,0
38,0,0,0,0.486217071,0.449904597,0.701141904,0.220617609,0.219807051,0
39,0,0,1,0.095858362,0.703922003,0.484294506,0.101227808,0.251188407,0
36,0,0,1,0.601131186,0.39130156,0.024664574,0.154321485,0.833787897,0
39,0,0,0,0.648494265,0.236873775,0.300567823,0.833749893,0.608085342,0
32,1,0,1,0.075544813,0.916079471,0.582977658,0.057494734,0.561702186,1
28,0,0,0,0.012847777,0.008083341,0.971829203,0.319458358,0.662891627,0
41,0,0,1,0.522821522,0.945204224,0.930952725,0.926145833,0.642547433,1
36,0,0,1,0.188716586,0.522608284,0.651268597,0.261824669,0.040314928,0
21,1,1,2,0.427258625,0.169000411,0.793543713,0.388425552,0.632456036,0
33,0,0,3,0.49703079,0.755848546,0.26811235,0.279418308,0.963787001,0
41,0,1,0,0.965344125,0.782660861,0.725113396,0.74847417,0.608092872,1
37,0,0,1,0.590669121,0.960911493,0.933875298,0.685874632,0.263496861,0
31,0,0,3,0.710965398,0.063674756,0.517346024,0.099691083,0.816255578,0
34,1,0,0,0.974098904,0.996835848,0.317701547,0.84528844,0.648854323,1
44,0,0,0,0.616312533,0.902263382,0.977376045,0.423263765,0.067027751,0
43,1,0,0,0.90256598,0.280118867,0.23799745,0.892374006,0.143157617,1
38,0,1,0,0.309877706,0.346825035,0.855487985,0.321825983,0.947911809,0
34,1,1,0,0.549686933,0.559202231,0.053656378,0.491158003,0.318241948,0
37,0,0,0,0.401374668,0.695956275,0.38352822,0.092362369,0.197019499,0
41,0,0,0,0.186346193,0.537972538,0.876028141,0.729773749,0.456652471,1
43,0,0,0,0.930510593,0.099272897,0.499523864,0.917814102,0.069099649,0
31,0,1,1,0.578956666,0.556410915,0.618418555,0.858925609,0.895600619,0
34,0,0,0,0.192952803,0.678354532,0.071350119,0.182321095,0.740785298,0
32,1,0,0,0.783152687,0.21117249,0.909143821,0.211914797,0.620313144,0
35,0,0,2,0.727562599,0.058906563,0.430320479,0.406258235,0.810380089,0
39,1,1,0,0.58329653,0.972609581,0.287957603,0.615823457,0.227786583,0
32,0,0,0,0.395432119,0.561513621,0.475600965,0.222671251,0.469987472,0
40,0,0,2,0.986434347,0.753018383,0.721267445,0.219469762,0.715761015,1
36,0,0,0,0.05121016,0.141629515,0.877668083,0.265365055,0.480268693,1
48,0,1,0,0.308009944,0.477641931,0.838680017,0.111369473,0.483676107,0
40,0,1,1,0.062722842,0.869376,0.36889259,0.064997466,0.646788007,1
37,0,0,1,0.76881597,0.739590967,0.72434219,0.052646765,0.999770208,1
35,0,1,1,0.477354545,0.257475951,0.926234373,0.272437117,0.920120572,0
44,0,1,2,0.651340147,0.494535537,0.447804685,0.490176218,0.229004664,0
28,0,0,2,0.264235807,0.44105375,0.544866981,0.330779871,0.895461733,1
33,0,0,0,0.653188296,0.803640027,0.780681686,0.619393114,0.722649071,0
38,0,1,1,0.702428781,0.514755845,0.528633663,0.409101236,0.782803606,1
38,0,0,2,0.810020733,0.206607492,0.213333332,0.491160444,0.019694857,1
40,0,0,2,0.257538108,0.002566348,0.135079649,0.940944966,0.05302435,0
25,0,0,0,0.977055148,0.780283414,0.888944402,0.807455289,0.395978819,1
23,0,1,2,0.877036082,0.583010399,0.855629882,0.708198611,0.475004362,0
41,0,0,0,0.203356672,0.521638882,0.308139468,0.304300108,0.190209374,0
36,0,0,1,0.897854995,0.569800613,0.861493279,0.663048526,0.807561635,0
34,0,0,0,0.92292421,0.781839571,0.315016523,0.80913198,0.45765496,1
39,0,0,2,0.932763712,0.767493125,0.299332508,0.072465189,0.961463499,0
41,0,0,1,0.410606396,0.296306697,0.186625823,0.411351454,0.022994822,1
34,0,0,1,0.571634103,0.926090203,0.483022245,0.438674426,0.622857695,0
36,0,0,0,0.13679,0.730623969,0.012017468,0.765311828,0.269962272,0
37,0,0,0,0.852216884,0.551542186,0.033086076,0.928018078,0.444014509,0
47,0,0,2,0.765824634,0.18462806,0.282699698,0.436844052,0.635009196,0
34,0,0,0,0.979923302,0.48613291,0.311611132,0.343527267,0.854911117,1
42,0,1,0,0.987796505,0.500093828,0.579741761,0.381689129,0.698946401,0
39,0,0,2,0.078350213,0.365925235,0.932195377,0.500020328,0.807113727,1
34,0,0,1,0.987104863,0.366131451,0.991720188,0.218253409,0.252235908,0
29,0,0,0,0.976440377,0.829022206,0.201782394,0.367845994,0.291682998,0
34,0,0,2,0.009718677,0.86475685,0.126494486,0.395525198,0.744328523,0
35,0,0,0,0.856010032,0.102878141,0.031869129,0.365174951,0.927348612,1
51,0,1,1,0.626792302,0.144643685,0.911772011,0.737220289,0.720959304,1
37,0,0,2,0.381609169,0.497386286,0.667904469,0.578601963,0.656923022,0
35,1,0,2,0.004397803,0.390545043,0.396758359,0.341057561,0.916447792,0
34,0,0,0,0.787158134,0.506292446,0.971534721,0.63555952,0.274873016,0
36,0,0,1,0.573234953,0.787408771,0.038912402,0.35304221,0.958372678,0
36,0,0,0,0.34353429,0.547431388,0.643608225,0.645447636,0.865968601,0
32,1,0,2,0.80761903,0.536766542,0.655442885,0.375636449,0.396224456,0
30,0,1,0,0.420770313,0.142531965,0.833940168,0.106963645,0.76684002,1
27,0,0,1,0.926367796,0.340110609,0.96177956,0.087382084,0.119912385,0
33,1,0,2,0.27366904,0.175922415,0.220111435,0.340381925,0.466405176,0
44,0,0,0,0.939104539,0.485881589,0.630657372,0.0130966,0.141816079,1
35,0,0,0,0.333404319,0.130633824,0.48222891,0.485538596,0.404645554,0
31,0,0,0,0.122677129,0.101132814,0.628412942,0.644976022,0.643861097,0
43,0,0,0,0.466554566,0.650482768,0.778521505,0.064460715,0.761945669,0
33,0,0,0,0.591286169,0.314229889,0.951003301,0.699345078,0.639764615,0
38,0,0,0,0.451551208,0.234712488,0.138028422,0.770760618,0.398139349,0
26,1,1,0,0.31554483,0.126245416,0.256150516,0.663182401,0.366740063,0
40,0,0,1,0.780921011,0.487599932,0.5555185,0.98270191,0.479016021,0
37,0,0,2,0.175578928,0.253162374,0.295838807,0.108764394,0.211399923,1
42,0,0,2,0.98222153,0.770772544,0.57702607,0.570076227,0.328621058,0
35,0,0,0,0.604465782,0.612052561,0.18932167,0.652280186,0.246735192,1
42,0,0,1,0.544543345,0.704150464,0.829291545,0.427405516,0.784202156,0
38,0,0,0,0.839254224,0.383827724,0.893708472,0.623454756,0.854209657,0
38,0,0,0,0.472300341,0.483087783,0.544556442,0.04934129,0.63498067,0
32,0,1,2,0.432597971,0.272590606,0.216076207,0.613491286,0.117123736,0
38,0,0,0,0.945784536,0.016660361,0.891504003,0.762291632,0.422180795,0
40,0,0,0,0.436803789,0.099808836,0.238908832,0.191014075,0.221700011,0
32,0,0,1,0.111011238,0.193259341,0.775803857,0.372577721,0.306788777,1
45,0,0,0,0.622724581,0.399862568,0.752929923,0.669411123,0.070706361,0
39,0,0,0,0.696799941,0.083545715,0.892168454,0.080997955,0.608995384,0
39,0,0,2,0.687393371,0.072740597,0.603224618,0.864737636,0.691691082,0
36,0,0,0,0.19774269,0.188950863,0.368565684,0.62686599,0.847958323,0
32,0,0,2,0.580863607,0.787914207,0.812069814,0.369678581,0.892726408,0
46,0,0,0,0.624698358,0.673295283,0.266526265,0.24318999,0.857838354,0
36,0,0,0,0.111304035,0.318141991,0.728313599,0.327007661,0.29465056,0
28,0,0,2,0.49307916,0.037141451,0.770926335,0.712787789,0.997557062,0
45,0,0,1,0.660512201,0.642845945,0.705985233,0.719627585,0.000654253,0
40,0,1,0,0.617900281,0.085961326,0.469524027,0.916542628,0.357241399,1
33,0,0,0,0.08924317,0.948980706,0.514404301,0.708670696,0.374090301,0
32,0,1,0,0.824823398,0.717439529,0.474453439,0.801875411,0.924482197,0
36,0,0,0,0.586240814,0.898283599,0.605557699,0.425409599,0.320705758,0
34,0,0,1,0.695854184,0.780742304,0.077119108,0.572935694,0.472699324,0
38,0,0,0,0.335837809,0.390300156,0.310262943,0.979594446,0.770510609,0
31,0,1,0,0.208826833,0.672141109,0.826726224,0.328661935,0.536087343,0
39,0,0,0,0.964556052,0.79602897,0.715164639,0.158231376,0.326533759,0
42,0,0,2,0.923429687,0.325104817,0.243702453,0.656472114,0.591853508,0
29,0,0,0,0.114165525,0.962931936,0.235965876,0.644545564,0.017110442,1
37,0,1,0,0.085906885,0.783561305,0.201301115,0.025099527,0.545309427,0
28,0,0,1,0.398294733,0.65508128,0.137675987,0.921290935,0.574103846,0
36,0,0,2,0.860151286,0.072232149,0.889940861,0.357064874,0.383279728,0
33,0,0,1,0.736950613,0.399851087,0.826414001,0.295550551,0.321042654,1
44,0,1,0,0.053701145,0.677674238,0.040510547,0.104641025,0.646847602,0
39,0,0,0,0.996501972,0.180646775,0.861627463,0.547588257,0.976776734,0
38,0,0,2,0.805355042,0.052627019,0.290908999,0.009483341,0.556925184,1
38,0,0,1,0.27286778,0.783720592,0.734514273,0.263266109,0.249511661,0
40,1,0,2,0.480698938,0.291301668,0.824944018,0.386253753,0.807462368,0
35,1,0,0,0.725349851,0.895685308,0.293936085,0.955531159,0.515868351,0
32,0,0,1,0.069462205,0.349162487,0.743850991,0.260776724,0.252125643,0
30,0,0,2,0.559272058,0.598661172,0.908913052,0.205356676,0.46273231,0
27,0,0,0,0.629193632,0.935829925,0.290049527,0.714454209,0.507349602,0
37,0,0,0,0.035682678,0.358580686,0.450910004,0.319251339,0.015742953,0
38,0,0,1,0.262313991,0.242079501,0.303017133,0.570503261,0.147612509,1
29,0,0,2,0.865833285,0.364995233,0.018702198,0.429089826,0.182014016,0
33,0,0,0,0.986616994,0.453567728,0.537059753,0.514678832,0.844030546,0
41,0,0,0,0.083918451,0.881160166,0.287449425,0.603891324,0.867981909,0
43,1,1,0,0.984134846,0.681562935,0.411933859,0.799330613,0.478638427,0
35,0,0,0,0.1307864,0.121100437,0.544497916,0.504054892,0.304410577,1
39,1,0,0,0.026204231,0.777573759,0.830347142,0.084197775,0.347765455,0
38,0,0,0,0.561188931,0.146960936,0.443821625,0.463535958,0.482957379,0
32,0,0,1,0.028645852,0.060730453,0.41920189,0.656299322,0.858247937,0
38,0,0,0,0.827397642,0.088253148,0.608966345,0.374955744,0.484394406,1
34,0,1,2,0.193954718,0.696403982,0.661784364,0.677232714,0.665981527,0
31,1,0,1,0.605422625,0.01841075,0.647698949,0.773410718,0.528901732,1
33,0,0,2,0.5013757,0.24019472,0.946331193,0.780504312,0.0587756,0
39,0,0,0,0.818900076,0.315272691,0.70967163,0.830326777,0.351193433,0
40,0,0,0,0.786141802,0.569138271,0.240294421,0.004459992,0.733045978,1
32,0,0,1,0.233441788,0.629497804,0.963135149,0.680885817,0.926872771,0
35,1,0,1,0.423941395,0.59651571,0.257909178,0.901833492,0.158161751,0
35,0,1,0,0.393721986,0.208532272,0.851413529,0.429349847,0.190155062,0
30,0,0,2,0.956912917,0.512418914,0.509366292,0.912023775,0.322553918,0
39,0,0,0,0.78988473,0.088380869,0.816763526,0.347790575,0.970110912,0
37,0,0,0,0.551980858,0.051218669,0.614219998,0.692258746,0.629547515,0
44,0,0,3,0.891339007,0.104098792,0.415823393,0.265296189,0.466979769,0
31,0,0,0,0.912014738,0.016954646,0.977784502,0.197458213,0.366110162,1
34,0,0,2,0.588043673,0.50907336,0.600145201,0.460594154,0.19472586,1
35,0,0,1,0.521727419,0.823530919,0.68002491,0.024627915,0.427616269,1
41,0,0,0,0.401080573,0.227176054,0.207339471,0.625038186,0.441571436,1
31,0,0,2,0.808116259,0.084148689,0.237605127,0.713819693,0.813564946,1
30,1,0,0,0.129498394,0.065474456,0.072475289,0.936861372,0.436893247,1
39,0,0,2,0.577561538,0.362024329,0.292573142,0.04466801,0.038401168,1
26,0,0,1,0.416882043,0.333641903,0.78046846,0.137998059,0.244590595,0
37,0,1,3,0.307630362,0.107890827,0.106087743,0.753371496,0.513684115,0
34,0,0,0,0.798794968,0.435215135,0.262113831,0.705058684,0.984399118,0
31,0,0,1,0.904166391,0.989165172,0.136403585,0.492712563,0.590071903,1
36,0,0,0,0.241360119,0.224232188,0.450205476,0.807968397,0.293926982,0
35,0,0,1,0.70446178,0.8418518,0.709045329,0.513314101,0.791291537,0
35,0,0,2,0.616242487,0.627670346,0.350782087,0.15574731,0.618584933,0
34,0,0,0,0.423021678,0.434199763,0.069188945,0.22972418,0.224203024,0
30,1,0,0,0.60137765,0.165411118,0.818776823,0.572407035,0.9917804,0
32,1,1,1,0.990789016,0.567513526,0.095146761,0.352744637,0.698326036,0
40,0,0,2,0.514331211,0.697090025,0.449692082,0.749828526,0.893075154,1
41,0,0,0,0.236452021,0.210567234,0.873598813,0.071561433,0.766243268,0
32,0,0,2,0.985495699,0.113044136,0.770214472,0.044893339,0.508810696,0
43,0,1,2,0.15464037,0.136976262,0.731839138,0.906368261,0.071978309,0
32,1,0,0,0.351957239,0.46217604,0.406265208,0.988285461,0.983047596,0
39,0,0,2,0.089902658,0.627588867,0.614760859,0.295659136,0.245431609,1
29,0,0,1,0.326692849,0.996461728,0.245733977,0.200665785,0.561493514,0
37,0,0,1,0.672070856,0.056111903,0.516945102,0.37669715,0.377549735,0
35,0,0,1,0.431138971,0.027673959,0.558384086,0.979731336,0.802307557,0
39,0,0,0,0.097526346,0.491485544,0.19108896,0.613289382,0.546546028,0
28,0,1,1,0.546972271,0.736799692,0.591706955,0.200257081,0.959956956,0
36,0,0,1,0.493989803,0.35988147,0.401952483,0.928622891,0.811675327,0
38,0,0,0,0.164795368,0.803330006,0.623549238,0.708141858,0.860293821,1
44,1,0,1,0.092193081,0.924329951,0.674949736,0.551446688,0.405872055,1
34,0,0,0,0.843901504,0.089629364,0.035836201,0.560322223,0.345184433,0
32,0,0,1,0.840248005,0.74567632,0.629347354,0.674484179,0.745471473,1
35,0,0,0,0.984549076,0.957134103,0.86755675,0.40016408,0.395952069,0
38,0,1,0,0.386083321,0.212058555,0.733343306,0.909226361,0.572971481,1
39,0,0,1,0.648891351,0.487896385,0.915197328,0.94014631,0.218333023,0
37,0,0,0,0.192765798,0.604251189,0.829169712,0.070861473,0.776530335,1
30,1,0,0,0.242209615,0.268396136,0.120729823,0.937596089,0.441608589,0
34,0,0,2,0.425132433,0.842859006,0.547447584,0.165603203,0.331966803,0
33,1,0,0,0.373206556,0.493444599,0.158275184,0.401316161,0.307438412,0
28,0,0,2,0.444846028,0.0527274,0.370963093,0.445978799,0.170731681,0
28,0,1,2,0.967443893,0.16338901,0.605411021,0.10776698,0.889913683,0
28,0,1,1,0.41544369,0.366356364,0.699208753,0.106357155,0.355421812,0
40,0,0,1,0.082700929,0.534052041,0.467916426,0.594364381,0.188336965,0
41,0,0,1,0.418749231,0.511718556,0.611475836,0.452666548,0.575353959,0
29,0,0,0,0.263803947,0.553795763,0.349231361,0.177482204,0.850424387,0
40,1,1,0,0.363885652,0.151598302,0.365113604,0.743566408,0.541697947,1
34,0,0,0,0.424881954,0.840103544,0.316698473,0.984761355,0.725224105,0
31,0,1,0,0.442392839,0.923328781,0.733583658,0.798381645,0.453154357,0
44,0,1,1,0.690390568,0.293888049,0.952855941,0.176440662,0.710192848,0
40,0,1,1,0.573406169,0.170305799,0.489304916,0.680746029,0.951156595,0
36,0,0,2,0.681686745,0.531421332,0.765446491,0.313671596,0.932483428,0
34,0,0,0,0.077646587,0.329653752,0.720705064,0.983362582,0.762553555,0
32,1,0,2,0.640397649,0.311345847,0.90208813,0.78943768,0.556557547,1
33,0,0,0,0.069684616,0.316711608,0.396929454,0.374467494,0.50927321,1
29,0,0,1,0.105161147,0.426531171,0.68490439,0.510318757,0.646491785,0
33,0,0,0,0.405301945,0.044891228,0.805290632,0.31947864,0.350547431,0
45,0,0,0,0.520973851,0.92404683,0.245595493,0.695545725,0.190979776,0
33,0,0,0,0.288927322,0.603543728,0.390005467,0.671396647,0.542981166,0
24,0,0,0,0.22011921,0.943769397,0.620223841,0.46122241,0.628260177,1
37,1,0,2,0.05652005,0.419614315,0.197517665,0.47192489,0.448212562,0
30,0,0,0,0.982066832,0.201836943,0.077543562,0.248434391,0.316081577,0
41,0,0,0,0.37909154,0.460807311,0.949348709,0.699331343,0.751744298,0
26,0,1,0,0.588606208,0.429676108,0.256237839,0.179757462,0.370958105,0
34,0,0,2,0.598099847,0.7716955,0.792938207,0.755472798,0.724360564,0
36,0,0,0,0.36321559,0.627231306,0.474174646,0.946134528,0.284739053,0
39,0,0,0,0.519422436,0.843423051,0.859164868,0.847427158,0.475778403,1
35,1,0,0,0.400112347,0.498861813,0.797232714,0.25571371,0.403963504,0
39,0,0,1,0.180401269,0.677927979,0.055102452,0.533962707,0.357605574,0
36,0,0,1,0.840008147,0.659733433,0.698985223,0.692414145,0.268340697,0
38,0,1,0,0.570119324,0.969982234,0.538383372,0.757613341,0.555963768,1
43,0,1,0,0.392748386,0.059444011,0.704753479,0.524185349,0.329741212,1
38,0,0,2,0.706385847,0.394640733,0.663464831,0.629434169,0.745806323,0
42,0,0,0,0.738887612,0.943135853,0.215295122,0.724369416,0.408533524,0
42,0,0,1,0.159621194,0.707201668,0.699276876,0.081629804,0.306786254,0
26,0,0,0,0.872167702,0.036621732,0.313981584,0.700890472,0.140827751,0
33,0,0,3,0.366806881,0.092910219,0.82402233,0.456415258,0.696001081,0
27,1,1,0,0.897084285,0.557149191,0.070370209,0.372374935,0.381461559,0
36,0,0,0,0.797485787,0.692435925,0.076215199,0.723686197,0.817652283,0
40,0,0,0,0.541818012,0.698367558,0.650893263,0.487525822,0.022354384,0
28,0,0,0,0.979138765,0.519360209,0.581465508,0.534578704,0.318092831,0
38,0,0,0,0.126451125,0.376469989,0.049051744,0.816943744,0.645560963,0
38,0,0,0,0.203313455,0.471334794,0.637986944,0.073882951,0.225679431,0
33,0,0,2,0.088795308,0.281519585,0.949548459,0.657814972,0.170690432,0
33,0,0,0,0.061539775,0.129844115,0.301563202,0.96710074,0.41610507,0
25,0,0,0,0.405456811,0.179699779,0.380974875,0.079527373,0.954962717,0
33,0,0,0,0.64138201,0.282690959,0.05802372,0.529247166,0.842059394,1
32,0,0,2,0.786250376,0.18686577,0.079787416,0.567756311,0.092290882,0
50,0,0,1,0.710457464,0.964510538,0.655848322,0.722857441,0.233394273,0
38,0,0,0,0.920790441,0.584915142,0.257568093,0.316831394,0.025927186,1
42,0,0,0,0.484378432,0.893055518,0.613309363,0.996174102,0.219347084,0
41,0,0,0,0.419605754,0.779020582,0.910370986,0.314659864,0.476255489,0
34,0,0,0,0.101246819,0.539598047,0.353777998,0.899851124,0.919789516,0
37,0,0,3,0.555160981,0.23689575,0.265109428,0.062994609,0.320849597,0
23,0,0,2,0.069741489,0.935449783,0.027517919,0.342534679,0.985214226,0
32,0,0,0,0.296456512,0.001608255,0.684982868,0.528295074,0.764642497,0
39,0,0,1,0.165537422,0.054669076,0.651333962,0.284831736,0.517227642,0
39,0,0,1,0.181801998,0.794002534,0.523809689,0.357612644,0.224897798,0
24,0,1,1,0.791695223,0.950898011,0.293710799,0.627521765,0.35950065,1
36,1,0,0,0.724877539,0.87794541,0.291420069,0.954323932,0.775531238,0
33,0,0,0,0.9565581,0.926888679,0.886533975,0.125218622,0.527205405,0
34,0,0,2,0.130539051,0.10110961,0.990860602,0.176502758,0.005639185,0
35,0,0,2,0.266850473,0.562553925,0.588235289,0.898261273,0.737590319,0
43,1,0,1,0.214496611,0.961900546,0.15561975,0.967888028,0.05820582,0
34,0,1,2,0.048211444,0.104954356,0.922525857,0.411033945,0.351334019,0
32,0,0,1,0.154234602,0.31753109,0.40603692,0.796678469,0.099926322,1
36,0,0,2,0.947922178,0.954512773,0.92862985,0.456502119,0.208125244,0
37,0,0,1,0.717019213,0.376557649,0.324972846,0.793762076,0.12388272,1
35,0,0,0,0.521750532,0.295210324,0.815989246,0.465189696,0.079811608,0
40,0,0,0,0.319024642,0.755757343,0.614889199,0.398686083,0.482794474,0
33,0,0,0,0.389093818,0.504201724,0.598862605,0.917574709,0.983854727,1
28,0,0,0,0.195165698,0.503583945,0.758629116,0.719454788,0.358104908,0
38,0,0,1,0.42524899,0.668970394,0.279992671,0.876188733,0.5445698,0
39,0,0,2,0.173164583,0.185464017,0.931830865,0.655038382,0.569324316,1
29,0,1,0,0.213999771,0.85229797,0.137044486,0.612979016,0.410819723,1
34,0,0,2,0.283117474,0.539131154,0.1680615,0.390045372,0.610171059,1
44,1,0,3,0.486786876,0.150122939,0.169472119,0.312942627,0.414443999,0
40,0,0,1,0.967877465,0.26476016,0.525767442,0.424470462,0.775671503,1
40,0,0,1,0.89804036,0.628265674,0.112689771,0.155451082,0.10700471,0
36,0,0,2,0.653619172,0.114519193,0.596598852,0.767176927,0.343639547,0
39,0,1,0,0.291401134,0.042520374,0.864260777,0.142118112,0.675049031,1
