ages,gender,religion,role,agr_bhv,rel_fnt,hst_twd_for,lvl_rct_act,crt_agr_lvl,rel_agr,is_current_threat,prob_threat
41,1,1,0,0.328037956,0.682891145,0.548227045,0.051499509,0.789022703,0.24406738,,
46,0,0,1,0.021048568,0.525469033,0.425561934,0.308977407,0.73452636,0.012050466,,
31,0,0,1,0.454478016,0.550437737,0.668825263,0.156356124,0.381796231,0.272555683,,
45,0,0,1,0.286131564,0.62339357,0.410562636,0.375607439,0.422671956,0.194340022,,
42,0,0,0,0.455311143,0.492438855,0.775480637,0.616915608,0.522250827,0.244283848,,
41,0,0,3,0.304428795,0.572214085,0.390108534,0.054014925,0.776071693,0.189792232,,
32,0,1,0,0.392227552,0.763466611,0.789604959,0.417417623,0.917923502,0.326258854,,
30,0,1,1,0.132608185,0.675636823,0.645415535,0.125110588,0.648192095,0.097615279,,
35,0,0,0,0.430219886,0.717078691,0.112303434,0.626499267,0.275257456,0.336117758,,
23,0,1,0,0.212884982,0.587899027,0.60271932,0.858327794,0.613251231,0.136358409,,
36,0,0,1,0.052560004,0.603729838,0.561477097,0.164812425,0.186625477,0.034572612,,
33,0,0,0,0.528409576,0.795035453,0.456547296,0.02989871,0.138684113,0.457710985,,
42,1,0,2,0.327862125,0.513812062,0.53984934,0.561947271,0.431506939,0.183539568,,
39,1,0,2,0.198957049,0.349601731,0.458904132,0.273527271,0.72808717,0.075782175,,
32,0,1,1,0.759988037,0.558490638,0.535585862,0.120810596,0.612679193,0.462441514,,
37,0,0,2,0.384880536,0.646961003,0.613226146,0.044443305,0.979360057,0.271292765,,
32,0,0,2,0.62382596,0.522076995,0.121738522,0.440767404,0.402027351,0.354839665,,
36,0,1,0,0.381135444,0.619205597,0.544007261,0.910753714,0.960428045,0.257127408,,
48,0,0,0,0.009321243,0.33991613,0.608863328,0.685962694,0.806588166,0.003452071,,
33,0,0,0,0.256247761,0.521801964,0.381214782,0.395125352,0.898472466,0.145680005,,
39,0,0,1,0.471374976,0.619701003,0.216918151,0.845346796,0.134456825,0.318260604,,
29,1,1,0,0.684638814,0.579857644,0.520702508,0.427818784,0.987102089,0.432530825,,
32,0,0,0,0.339634588,0.641580911,0.5286695,0.362182081,0.426162479,0.237409179,,
41,0,0,2,0.273070395,0.401552481,0.513004055,0.705675965,0.018040888,0.119467862,,
35,0,0,1,0.594558281,0.56099471,0.034427164,0.693353137,0.640361723,0.363402039,,
43,0,0,0,0.320764702,0.771097907,0.115737685,0.110586069,0.697481387,0.269482306,,
26,0,1,0,0.508860466,0.552191272,0.756136876,0.43063969,0.837425536,0.306141644,,
33,0,1,0,0.264254591,0.739338206,0.815411842,0.2363861,0.821596828,0.21286284,,
39,0,0,2,0.290896031,0.70970377,0.711963197,0.204256854,0.016805566,0.224930873,,
40,0,0,2,0.487170755,0.777506372,0.682209476,0.432653639,0.434605512,0.412685611,,
42,0,0,2,0.064633063,0.715236576,0.277122147,0.431338362,0.688786184,0.050366134,,
36,0,0,1,0.795909041,0.541764665,0.396464144,0.193530433,0.434468256,0.469794875,,
44,0,0,0,0.370162973,0.40848906,0.628298624,0.436206399,0.604066475,0.164743225,,
39,0,0,0,0.097845622,0.566243079,0.26257587,0.040935517,0.570886336,0.060364063,,
32,0,0,2,0.704567017,0.568251723,0.624148462,0.592864255,0.141744916,0.43621162,,
36,1,0,0,0.665630761,0.441812671,0.261331458,0.171914774,0.229447974,0.320409742,,
31,0,0,2,0.460449358,0.739847817,0.633313877,0.22803898,0.621058317,0.371157661,,
43,0,0,3,0.045967904,0.768447472,0.574637687,0.575290557,0.391432375,0.038486024,,
44,0,0,1,0.270731369,0.616940489,0.743575251,0.030538637,0.901948332,0.181976796,,
44,1,0,0,0.281384016,0.567976821,0.527492644,0.280628607,0.670818697,0.17412623,,
37,0,0,0,0.230753049,0.691632985,0.195502212,0.09714152,0.504822595,0.173883072,,
41,0,1,2,0.14382604,0.742606958,0.380903011,0.009649512,0.549884133,0.11636723,,
29,0,0,1,0.64123619,0.637614588,0.163561394,0.203575871,0.787058859,0.445461761,,
27,0,0,0,0.51543251,0.727087799,0.323212649,0.158355884,0.406560861,0.40831264,,
44,0,0,1,0.343644931,0.447837439,0.290587841,0.339364601,0.268529332,0.167673527,,
32,0,0,0,0.34339699,0.413506896,0.554038229,0.392553075,0.627108503,0.154708224,,
32,0,1,2,0.366444988,0.652195861,0.749129957,0.715295414,0.346623607,0.260388011,,
39,0,0,0,0.440459619,0.669393149,0.71909345,0.092501626,0.64457072,0.321234012,,
28,0,0,2,0.790960514,0.743970499,0.443105304,0.254606017,0.15069257,0.641127903,,
20,1,0,0,0.656991618,0.727850973,0.696345446,0.630515652,0.998549869,0.52099848,,
32,0,0,2,0.161165443,0.536211039,0.819040061,0.193323593,0.783321199,0.094154664,,
39,0,0,1,0.277838663,0.480959038,0.17841572,0.189930615,0.095081073,0.145591135,,
35,0,1,1,0.370702614,0.781426039,0.245137314,0.1597089,0.524036847,0.315607771,,
32,0,0,0,0.331248173,0.407926623,0.314252762,0.76831776,0.849589775,0.147220979,,
33,0,0,1,0.560274377,0.636142411,0.413477903,0.249061219,0.101602061,0.388319565,,
35,0,0,0,0.495618548,0.462898161,0.545067888,0.135370982,0.235461717,0.249958072,,
45,0,1,2,0.198259876,0.747532707,0.305049261,0.278138978,0.661120351,0.161472731,,
32,0,0,0,0.761685537,0.632040969,0.020479277,0.068664712,0.873760918,0.524511603,,
34,1,0,0,0.915537503,0.732318909,0.112755593,0.561268333,0.941120198,0.73048373,,
29,0,0,1,0.306870339,0.42470595,0.40750103,0.179459862,0.430497954,0.141996428,,
36,1,0,0,0.385050833,0.711290439,0.69229405,0.133164124,0.697715468,0.298400261,,
37,0,1,0,0.625521809,0.279307073,0.570513404,0.417255041,0.600155884,0.190352485,,
31,1,0,0,0.202944399,0.597405966,0.163430039,0.297770669,0.813478148,0.132093298,,
38,0,0,0,0.19584116,0.570531657,0.070766557,0.527897784,0.641242829,0.121735678,,
29,0,0,0,0.466255106,0.885454697,0.538069843,0.667081288,0.317000557,0.449804823,,
38,1,0,1,0.198817612,0.584653084,0.097904536,0.126607551,0.798358411,0.12664477,,
38,0,0,2,0.199084686,0.550638584,0.530768873,0.1300952,0.076026012,0.119436936,,
28,0,0,0,0.621383722,0.70329188,0.509369779,0.536606392,0.41397464,0.476134483,,
35,0,0,1,0.190853838,0.663118625,0.532850345,0.36500799,0.514710258,0.13788794,,
41,0,0,0,0.599252003,0.61721287,0.207346224,0.48773282,0.318907411,0.402975487,,
33,0,0,1,0.216286597,0.704363148,0.473316997,0.683336216,0.438182736,0.165981771,,
42,0,0,2,0.332951129,0.668380926,0.353284654,0.266321076,0.57900336,0.242459217,,
33,0,0,0,0.751943305,0.348094343,0.21594905,0.368355355,0.726763668,0.285178134,,
34,0,0,2,0.559468379,0.496433016,0.515955788,0.209708274,0.628722577,0.302601003,,
33,0,0,0,0.467795792,0.531878628,0.370872635,0.239982843,0.843321297,0.271083454,,
33,0,0,2,0.38720438,0.468378536,0.238588536,0.046241254,0.483640388,0.197592932,,
32,1,1,0,0.448386313,0.857958889,0.284047013,0.382611644,0.246917425,0.41913409,,
35,0,1,0,0.178336214,0.490349545,0.765225141,0.906430386,0.731310658,0.095275114,,
24,0,1,0,0.180266869,0.524047115,0.439417902,0.550680893,0.399900458,0.10292489,,
35,0,1,3,0.65986617,0.765445843,0.199682672,0.12330593,0.18053827,0.55030631,,
24,0,0,2,0.85269273,0.40907774,0.314642056,0.345261284,0.794408781,0.380042852,,
31,0,0,2,0.864951762,0.665305549,0.44787651,0.226196003,0.988432391,0.626970625,,
37,0,0,1,0.806490867,0.740789362,0.127253784,0.469293997,0.634219721,0.650921102,,
44,0,0,2,0.341072758,0.718702531,0.457541358,0.430167374,0.938124342,0.267073236,,
34,0,0,0,0.153723553,0.574644685,0.603734275,0.399365123,0.351334526,0.096244068,,
28,0,0,2,0.440058515,0.465389937,0.341007798,0.024066219,0.449960645,0.223131856,,
43,0,0,1,0.46628526,0.603953378,0.242518181,0.153537379,0.519253746,0.306823954,,
42,0,0,0,0.485248231,0.599689796,0.685711929,0.159615303,0.743672603,0.317047827,,
27,0,1,0,0.170755694,0.647753442,0.468844778,0.38075881,0.233275598,0.12050889,,
41,0,0,2,0.10843625,0.318591817,0.397666515,0.530045763,0.607845598,0.03763945,,
26,0,0,2,0.524272773,0.827503749,0.201255513,0.116987733,0.216374835,0.472673696,,
43,0,1,2,0.550141122,0.693720092,0.669201591,0.459759723,0.804066876,0.415807714,,
35,0,0,1,0.573459443,0.681645706,0.158751437,0.281190893,0.321949855,0.425888165,,
43,0,0,0,0.249218953,0.571212693,0.903611505,0.312134064,0.481322279,0.155100457,,
42,0,1,0,0.452082401,0.761960103,0.125467584,0.382750439,0.917392953,0.375304692,,
34,0,1,2,0.337670041,0.369383671,0.684079185,0.057056323,0.473726891,0.135895284,,
34,0,0,0,0.782090576,0.794930684,0.42338071,0.023070698,0.037943582,0.677361447,,
45,0,0,0,0.648906231,0.528191561,0.970530256,0.502070221,0.839212581,0.373428589,,
34,0,1,0,0.363101539,0.652661146,0.888078239,0.163900049,0.216355295,0.258196297,,
43,0,0,1,0.337417112,0.450296099,0.550242349,0.761346664,0.688315644,0.165538665,,
35,0,1,1,0.194095281,0.641347257,0.451082704,0.155901051,0.661535893,0.135625821,,
39,0,0,3,0.797496137,0.420674058,0.778605128,0.777951831,0.483178888,0.365517757,,
45,0,0,0,0.150050975,0.49895843,0.550316026,0.662409917,0.503782199,0.081571293,,
44,0,1,2,0.293972311,0.516873715,0.349209426,0.113831368,0.895451677,0.165548418,,
31,0,1,0,0.79623657,0.406598052,0.051040336,0.091333177,0.785272515,0.352729331,,
38,0,0,0,0.251704746,0.772751698,0.153770715,0.360243902,0.908530301,0.211916871,,
25,0,0,1,0.609679357,0.452425895,0.569907256,0.33721059,0.393780281,0.300526729,,
33,0,1,1,0.505305524,0.6534759,0.566646806,0.581714536,0.322716823,0.359764065,,
40,0,0,0,0.559929356,0.24524573,0.406018492,0.16097991,0.788040701,0.149612835,,
35,0,1,0,0.258902886,0.615660646,0.765209553,0.582496811,0.742979348,0.173665058,,
51,0,0,2,0.171691726,0.662666946,0.438505368,0.041724047,0.610823198,0.12395922,,
34,0,0,2,0.268768815,0.543242396,0.223855129,0.124456385,0.260904778,0.159076744,,
40,0,0,3,0.763286015,0.450699505,0.456747099,0.589053466,0.768170504,0.374807737,,
29,0,0,0,0.152590209,0.594950181,0.760360185,0.146485699,0.319056821,0.09891028,,
40,1,1,0,0.350001357,0.516708136,0.800508166,0.517943553,0.504376724,0.197037636,,
27,0,0,2,0.100914227,0.447041056,0.037113586,0.39477416,0.718236953,0.049151182,,
36,0,0,0,0.465243455,0.64760262,0.452138947,0.03766261,0.484938072,0.328263828,,
30,0,0,0,0.010743972,0.648999492,0.206223452,0.890571595,0.552357635,0.007597022,,
31,0,0,2,0.626928254,0.55616597,0.532546846,0.018819358,0.709308522,0.379888735,,
38,0,0,1,0.170466745,0.423699607,0.102885561,0.297748056,0.942385789,0.078692237,,
37,0,0,0,0.33991784,0.794503438,0.199450016,0.411426689,0.925184189,0.294241482,,
40,0,0,0,0.825640896,0.630722043,0.115596507,0.131953609,0.524282392,0.567366078,,
32,0,0,0,0.470576793,0.863814065,0.470429494,0.426208821,0.613827051,0.442878847,,
38,0,0,1,0.671875777,0.62379622,0.587482377,0.832816798,0.313277385,0.456631516,,
41,0,0,2,0.429154727,0.518173889,0.35967037,0.409683936,0.313569889,0.242283359,,
35,0,1,0,0.07319899,0.645822469,0.608017264,0.519409543,0.827570582,0.051505357,,
36,0,0,1,0.169972079,0.474488177,0.123429699,0.285037805,0.231248062,0.087869295,,
31,0,0,0,0.630408901,0.691719893,0.535499796,0.232841274,0.963008477,0.475101895,,
36,0,0,0,0.309176584,0.560126244,0.127050525,0.412903473,0.279686701,0.188680351,,
38,0,0,0,0.349909292,0.628578793,0.326864349,0.068496469,0.460243368,0.23963451,,
34,0,0,2,0.70702516,0.574588328,0.242489469,0.612216633,0.471073803,0.442614695,,
36,0,1,1,0.562298068,0.553500455,0.411144586,0.517920517,0.431531174,0.339092929,,
39,0,1,0,0.270630644,0.791766985,0.598879892,0.99243504,0.772255596,0.233457871,,
32,1,0,1,0.263504654,0.570196307,0.352232272,0.532281806,0.346035264,0.16369931,,
30,0,1,0,0.495975598,0.650847113,0.775712123,0.302069342,0.713174239,0.351700879,,
41,1,0,1,0.043005668,0.646381041,0.246319299,0.401563366,0.29830505,0.030286457,,
41,0,0,1,0.042429079,0.613368341,0.414723215,0.923874206,0.940947983,0.028354313,,
45,0,0,0,0.209388454,0.681183011,0.504113734,0.474588612,0.829830278,0.155399887,,
38,0,0,0,0.329187154,0.673255204,0.530222417,0.202287355,0.371640113,0.241466429,,
29,0,0,0,0.316029475,0.353662422,0.380639177,0.567703949,0.816014049,0.121772905,,
32,0,1,0,0.158114408,0.672296878,0.26554118,0.372469516,0.962469269,0.115815504,,
36,1,0,0,0.230513214,0.445996484,0.484186432,0.420693304,0.315498766,0.112011193,,
37,0,1,0,0.331002844,0.898420644,0.654072739,0.464461197,0.56654841,0.324000446,,
37,0,0,0,0.577629099,0.342655694,0.366921666,0.136758042,0.991826941,0.215645886,,
36,0,0,1,0.234582912,0.913135406,0.480874913,0.665267645,0.773234333,0.233381118,,
38,0,0,0,0.476101646,0.659646835,0.512106254,0.204681069,0.798153474,0.342172676,,
41,0,1,2,0.209272316,0.382800681,0.906251499,0.393360524,0.492083385,0.087280785,,
34,0,0,0,0.337998407,0.670124106,0.123334635,0.311038604,0.929540621,0.246776645,,
34,0,0,0,0.347342311,0.73223603,0.221595908,0.980423726,0.420520824,0.277104095,,
37,0,0,0,0.464309202,0.427070337,0.12770534,0.45379546,0.184379757,0.216043328,,
31,0,0,2,0.330629483,0.830555014,0.214956532,0.02973658,0.550538218,0.29918798,,
39,0,0,0,0.582673371,0.492027663,0.343789691,0.183999421,0.252498451,0.31235528,,
36,0,0,1,0.121000519,0.351214339,0.776896388,0.65137976,0.067946844,0.046301348,,
32,0,0,2,0.251723144,0.544434042,0.449814912,0.444227291,0.74734523,0.149314705,,
36,0,1,0,0.410274856,0.509561363,0.579585042,0.042200467,0.209829486,0.227774736,,
44,0,0,1,0.171544727,0.266432046,0.678200072,0.023113218,0.169256508,0.049796405,,
40,0,0,2,0.455976821,0.572560618,0.729333123,0.558098411,0.047108831,0.284445062,,
34,0,0,0,0.649436257,0.765820401,0.132732871,0.535174587,0.940489102,0.541873138,,
42,0,0,2,0.597391486,0.844363435,0.738194818,0.517293636,0.305381549,0.549569481,,
41,1,1,2,0.278714824,0.626129269,0.067194585,0.307797715,0.456710092,0.190133321,,
29,0,0,0,0.196845765,0.567692819,0.704774246,0.218617163,0.391172044,0.121751309,,
29,0,0,0,0.250290639,0.77937732,0.978950973,0.647178288,0.195906408,0.212533077,,
34,0,0,0,0.640787135,0.646741503,0.476677435,0.226124228,0.750023407,0.451521751,,
30,0,0,0,0.644840212,0.532236615,0.472313951,0.338412301,0.73539578,0.373930612,,
46,0,0,0,0.613706261,0.786083818,0.708830679,0.922034293,0.766017208,0.525609941,,
27,0,1,1,0.089944047,0.434535192,0.561204002,0.538875693,0.764324424,0.042582538,,
34,0,0,3,0.12658637,0.656457319,0.591997056,0.411835382,0.716891191,0.090537313,,
29,0,0,0,0.418910743,0.553808291,0.408679175,0.936292241,0.778964078,0.252763937,,
43,0,0,1,0.495976028,0.562570073,0.432024105,0.198458465,0.825315139,0.303998522,,
37,0,0,0,0.430490848,0.538162429,0.643986192,0.960828115,0.824466729,0.252412849,,
34,0,1,0,0.492175798,0.446247549,0.810302107,0.893043147,0.204038012,0.239293145,,
27,0,0,0,0.754731515,0.509432505,0.523219315,0.163932785,0.655715059,0.418902834,,
35,0,0,3,0.543813732,0.868544224,0.193074048,0.204822613,0.324153695,0.514607684,,
29,0,0,0,0.355758953,0.397080712,0.25701988,0.112897755,0.396750638,0.153910692,,
36,0,0,0,0.746128359,0.761014773,0.662446732,0.398472359,0.417595591,0.618643986,,
40,0,0,2,0.21106229,0.626380739,0.259598989,0.527137903,0.340516247,0.144040029,,
46,0,0,1,0.171479043,0.537097876,0.513105267,0.590861426,0.75318227,0.100345672,,
27,0,0,2,0.281212399,0.781605385,0.552437387,0.982983405,0.342033727,0.239472787,,
39,0,0,3,0.42760953,0.516781689,0.668835791,0.540094542,0.818310989,0.240762394,,
35,0,0,1,0.031135275,0.706206254,0.250819273,0.773489034,0.583195407,0.023956227,,
34,0,0,3,0.215820606,0.465301865,0.335355152,0.260255231,0.976845661,0.10941122,,
33,0,0,0,0.574918714,0.728089836,0.953922707,0.085374549,0.601076132,0.456063771,,
34,0,0,0,0.343338619,0.739082199,0.387590057,0.23466826,0.857378523,0.276470985,,
31,0,1,2,0.294236543,0.72107021,0.704496157,0.266391172,0.879486585,0.231157678,,
49,0,1,0,0.49288344,0.565095679,0.760642767,0.810726126,0.500051381,0.303459245,,
34,0,0,2,0.21583048,0.457578838,0.412204009,0.241376373,0.839741715,0.107600148,,
38,0,0,0,0.692043867,0.541034652,0.383985765,0.208736367,0.895645665,0.407936783,,
31,0,0,0,0.050540263,0.323063228,0.254007916,0.16447734,0.852822244,0.017789314,,
47,0,0,0,0.200049914,0.75273493,0.975254727,0.08250531,0.208756068,0.164064492,,
43,0,0,0,0.223517664,0.484911507,0.635317576,0.16129952,0.777300351,0.118088743,,
42,0,0,1,0.4170234,0.63088763,0.238236999,0.517081732,0.596453253,0.286646469,,
33,0,0,0,0.228752379,0.369591525,0.426126351,0.940960025,0.474088421,0.092113182,,
39,0,1,1,0.225575696,0.762492745,0.857265183,0.622440187,0.543958997,0.187396805,,
39,0,0,0,0.24080335,0.683404487,0.066838251,0.688994496,0.426647429,0.179297614,,
36,0,1,0,0.376103818,0.747147987,0.109327476,0.066709615,0.497246551,0.30616006,,
39,0,0,2,0.318443765,0.969862221,0.178192292,0.863909213,0.434144001,0.336493712,,
36,0,0,1,0.666854839,0.482726836,0.851611845,0.076675304,0.039049175,0.350725151,,
35,0,0,1,0.328383274,0.719010535,0.337769171,0.805714088,0.569552116,0.257247074,,
38,1,0,2,0.479873005,0.558291285,0.142028746,0.278015863,0.933083401,0.291891419,,
31,0,0,2,0.173813201,0.368455958,0.417595199,0.37754931,0.544034982,0.069775427,,
38,0,1,2,0.344037093,0.360211249,0.112803015,0.307168589,0.670382877,0.135019564,,
26,0,0,2,0.744810164,0.568951718,0.450207429,0.984123815,0.302585322,0.461694997,,
31,1,1,3,0.780600751,0.72691419,0.020803907,0.421366344,0.466749653,0.618224585,,
34,0,0,2,0.480780061,0.463279328,0.824402029,0.615158491,0.799292777,0.242674157,,
34,0,0,0,0.364416679,0.562208776,0.369420977,0.186801887,0.579033228,0.223218419,,
37,0,0,1,0.799956842,0.512309802,0.315789469,0.173923259,0.829089914,0.446512255,,
37,0,0,1,0.507382912,0.806021027,0.79722174,0.785268614,0.58742453,0.445570437,,
42,0,0,1,0.425630813,0.389471638,0.948814258,0.436687164,0.388272987,0.180610527,,
34,1,0,0,0.570138723,0.487660233,0.813002149,0.714035703,0.672279613,0.302922855,,
39,0,0,1,0.076371017,0.698774735,0.293261925,0.467843368,0.193232615,0.058143334,,
25,0,0,2,0.106671533,0.47769454,0.273638108,0.144502873,0.338233408,0.055517893,,
39,0,0,1,0.31753838,0.675057293,0.687362084,0.356923412,0.540634957,0.233545239,,
35,0,0,0,0.547722174,0.633720822,0.425206366,0.578406575,0.62814631,0.378174691,,
32,0,0,0,0.624340694,0.828124117,0.689988755,0.101904276,0.969356514,0.563314896,,
28,0,0,2,0.597534048,0.303162378,0.438655355,0.511303755,0.493167714,0.197365902,,
33,0,0,1,0.345164419,0.419569395,0.521092782,0.297913491,0.337498221,0.157784371,,
43,0,0,2,0.367116202,0.406865854,0.560131331,0.648439327,0.851056767,0.162737993,,
42,0,0,3,0.161531636,0.649311299,0.295874665,0.084160334,0.602472999,0.114273285,,
28,0,0,1,0.219963056,0.382813204,0.799118028,0.421514495,0.719599901,0.091742551,,
35,0,0,0,0.185383841,0.627080497,0.010249267,0.600441518,0.926960671,0.126657039,,
36,1,0,2,0.340315808,0.400469497,0.640098006,0.38901561,0.471473771,0.148486074,,
35,0,0,0,0.587626032,0.416032991,0.086498984,0.160947992,0.331371134,0.266356291,,
36,0,0,0,0.766601601,0.403814389,0.453568692,0.606991565,0.717600048,0.337276182,,
39,1,0,0,0.408632911,0.589931132,0.400102755,0.049719397,0.370714381,0.262644806,,
39,0,0,0,0.439605021,0.841523993,0.58861011,0.058036231,0.161032879,0.403054067,,
37,0,0,1,0.568532315,0.323453581,0.667205051,0.708572914,0.124012067,0.200355504,,
39,0,0,0,0.493447006,0.505677343,0.388379178,0.237590924,0.767395317,0.271861791,,
33,0,0,2,0.434594249,0.727985371,0.492413326,0.308722439,0.750393241,0.344699606,,
40,0,0,0,0.690015165,0.794696656,0.128105219,0.0088062,0.393085814,0.597439843,,
33,0,0,0,0.163997233,0.843675151,0.606926091,0.021788013,0.729161111,0.15074605,,
31,0,0,2,0.397482743,0.682666007,0.096927595,0.614785686,0.033804294,0.295638314,,
31,0,0,0,0.195446692,0.783450024,0.28899431,0.546809543,0.439983407,0.166829859,,
38,0,0,1,0.225284175,0.669460673,0.748209578,0.632890342,0.781030336,0.164319807,,
40,0,0,1,0.248747654,0.763453891,0.668600972,0.468100651,0.445597753,0.206907373,,
34,0,0,0,0.419369751,0.577565435,0.647303558,0.008939867,0.42184439,0.263895787,,
29,1,1,3,0.715207998,0.684258023,0.454019851,0.354667427,0.601546037,0.533195434,,
37,0,0,0,0.382908856,0.50469204,0.22093142,0.173803766,0.297759314,0.210550379,,
39,0,0,3,0.425463506,0.630745898,0.465654858,0.5966264,0.865613042,0.292382187,,
38,0,1,0,0.711270951,0.427594788,0.521735968,0.31935783,0.18760083,0.331361185,,
23,0,0,2,0.156448486,0.515830272,0.19343143,0.003487103,0.333440484,0.087924995,,
34,0,0,0,0.164103214,0.631615925,0.417230529,0.144585268,0.314442431,0.112928697,,
29,0,0,3,0.356242644,0.51269648,0.327997872,0.641261536,0.231393316,0.198994193,,
41,0,0,0,0.114996582,0.673709104,0.752203006,0.521121049,0.259960417,0.084409535,,
30,0,0,0,0.138492782,0.808928129,0.297341267,0.451746612,0.460818925,0.122059402,,
38,0,1,0,0.58857139,0.66429927,0.135723307,0.331060936,0.569446282,0.425987724,,
31,0,0,1,0.593193487,0.755917453,0.175990694,0.990153655,0.225091811,0.488545376,,
39,1,0,3,0.258940058,0.771009688,0.047316558,0.212215584,0.568924964,0.217517016,,
33,0,0,1,0.661784473,0.67802788,0.129864844,0.405409791,0.44739485,0.488875514,,
41,0,0,2,0.184682707,0.573606179,0.606171997,0.520923368,0.655109387,0.115418178,,
35,0,0,0,0.136683429,0.916121683,0.404771746,0.47695725,0.683989309,0.136427898,,
34,0,1,1,0.329216997,0.533392005,0.047893461,0.249417303,0.644884083,0.191321118,,
35,0,0,0,0.588163368,0.718027787,0.687187667,0.612592658,0.563819143,0.460122408,,
35,0,0,1,0.098570832,0.644749627,0.336606106,0.690309901,0.614228849,0.06924265,,
35,0,0,0,0.494691661,0.430886554,0.035665589,0.238040735,0.325529584,0.232237149,,
41,0,0,1,0.481105715,0.483547365,0.518810561,0.15137616,0.036384751,0.25346249,,
25,0,0,0,0.631115579,0.662175795,0.926932476,0.290264424,0.769054331,0.455319618,,
33,1,1,1,0.118333315,0.606015765,0.729021347,0.27500032,0.995342954,0.078131312,,
42,0,0,2,0.330017051,0.492611306,0.500897882,0.0154312,0.912120689,0.177122982,,
32,0,0,1,0.620443689,0.486937865,0.311851201,0.231443705,0.431268311,0.329162293,,
30,1,0,0,0.454763955,0.681230603,0.592226847,0.284260255,0.940904628,0.337531528,,
36,1,0,1,0.954329533,0.682132514,0.684555728,0.321397519,0.250958899,0.709253153,,
38,0,0,0,0.232162663,0.614183728,0.567873624,0.647040652,0.683388922,0.15535486,,
35,0,0,0,0.352458346,0.421291263,0.206278195,0.331512344,0.153155742,0.161779844,,
30,0,0,1,0.309280227,0.379379691,0.624348846,0.12243337,0.35414882,0.127838126,,
41,0,0,0,0.378662751,0.432073237,0.488482484,0.242941418,0.882318629,0.178255982,,
49,0,0,0,0.451641642,0.475149016,0.418367579,0.259523664,0.632575424,0.23380725,,
43,0,0,0,0.611111595,0.740284129,0.717541446,0.146814208,0.888866209,0.492893537,,
34,0,0,1,0.044308256,0.733335714,0.563414233,0.796063431,0.53364179,0.035401499,,
37,0,0,0,0.155263967,0.605322169,0.162784339,0.48115403,0.739545791,0.102397987,,
34,0,0,0,0.782317794,0.618297621,0.322578867,0.460228212,0.841702651,0.527005253,,
36,0,0,2,0.315279404,0.475284843,0.325051077,0.435068486,0.402125971,0.163261479,,
35,0,0,0,0.648595471,0.669360193,0.267723197,0.189498186,0.752643858,0.47300742,,
41,0,0,2,0.122872633,0.377738394,0.569452452,0.445639981,0.902924446,0.050568545,,
31,0,0,2,0.508188957,0.458910923,0.580628028,0.459025163,0.872536108,0.25409012,,
34,0,0,2,0.021040826,0.509802969,0.544391035,0.122021292,0.895187638,0.011686899,,
34,0,1,0,0.119308695,0.749018939,0.328172572,0.482031276,0.408966264,0.097364145,,
39,0,0,2,0.549117706,0.622537318,0.26679408,0.453129869,0.203546402,0.372447444,,
40,0,1,3,0.322879889,0.480022149,0.25168187,0.280274398,0.837633971,0.168863751,,
34,0,0,0,0.073616197,0.540215731,0.241855362,0.251103677,0.516741867,0.043328611,,
35,0,0,1,0.487779348,0.47901557,0.334254103,0.046089023,0.781345261,0.254569986,,
42,1,0,1,0.491827106,0.570731655,0.275655939,0.254010727,0.014552564,0.305828942,,
35,0,1,2,0.534804663,0.668237122,0.243858684,0.018004788,0.574872936,0.389367719,,
36,0,0,2,0.237925517,0.560649033,0.754555573,0.384782493,0.977779315,0.145333676,,
30,1,0,0,0.178886736,0.33461014,0.805182348,0.097955144,0.959997509,0.065215585,,
30,0,0,1,0.181344289,0.432089127,0.541089619,0.420400434,0.452112889,0.085371199,,
35,1,0,2,0.193714278,0.660505471,0.506049334,0.166379758,0.743508282,0.139403029,,
37,0,0,2,0.485813488,0.297634441,0.754245008,0.272487288,0.229130121,0.157538575,,
35,0,0,1,0.300081077,0.768447111,0.832427273,0.464473337,0.139969334,0.251238824,,
32,0,0,3,0.035773343,0.689126204,0.558684094,0.127682056,0.491498071,0.026859161,,
37,0,0,0,0.252336042,0.572955061,0.712035998,0.185595558,0.446898674,0.157519385,,
38,0,0,1,0.184226121,0.684975596,0.190949391,0.883043599,0.147538907,0.13748663,,
35,0,0,2,0.112605559,0.715271429,0.312768743,0.196392555,0.792905355,0.087753586,,
38,0,0,3,0.354166595,0.359606012,0.269514222,0.279292637,0.76732811,0.138761409,,
36,0,0,3,0.077209995,0.653035562,0.774937025,0.897903267,0.078880298,0.054934416,,
35,0,0,0,0.812533759,0.657232462,0.451695673,0.550738912,0.312425122,0.58182795,,
33,0,0,1,0.230050254,0.566553217,0.425132046,0.343609899,0.591797541,0.142003022,,
23,0,1,0,0.127174144,0.337044665,0.132793526,0.150435696,0.772600347,0.046700383,,
32,1,0,0,0.501994508,0.774244926,0.803050517,0.042385665,0.834118947,0.423459124,,
32,0,0,2,0.477039531,0.676191625,0.326103731,0.783552075,0.567921956,0.351445768,,
39,0,0,0,0.365525305,0.584677543,0.905779262,0.43287728,0.66376626,0.232845592,,
35,0,0,2,0.694959626,0.590455046,0.410323717,0.244940434,0.159342457,0.447075194,,
34,0,1,0,0.223983544,0.756647423,0.540366388,0.260428252,0.39915179,0.184647669,,
